Num_Inscripcion;Razon_Social;Tipo_Via;Calle;Numero;Aproximacion;Cod_Postal;Poblacion;Barrio;Distrito;CIF;Fecha_Registro;Fecha_IPM;Primer_Tlfn;Email;Internet;Categoria;Ambito;Num_Socios;NumInscripcion_Fed_Vinculada;RazonSocial_Fed_Vinculada;FX_Carga
"2275";"ASOCIACION DE CONSUMIDORES Y USUARIOS EN ACCION DE MADRID - FACUA 'LA UNIDAD'";"CALLE";"PEÑUELAS";"52";"LOCAL";"28005";"MADRID";"ACACIAS";"ARGANZUELA";"G85531564";"2009-06-01";"2019-03-29";"914445555";"madrid@facua.org";"http://www.facua.org/madrid	 ";"DE PERSONAS CONSUMIDORAS Y USUARIAS";"COMUNIDAD DE MADRID";"9983";" ";" ";"2025-12-31 04:15:15.2"
"2276";"ASOCIACION AFRICA FELIZ";"CALLE";"CANAL DEL BOSFORO";"62";"9 B";"28022";"MADRID";"CANILLEJAS";"SAN BLAS-CANILLEJAS";"G85596682";"2009-06-01";"2011-06-09";"659768024";"";"http://www.africafeliz.org";"DE INMIGRANTES";"ESTATAL";"5";" ";" ";"2025-12-31 04:15:15.2"
"2277";"ALABASTRO TEATRO";"CALLE";"FUENTESPINA";"12";" ";"28031";"MADRID";"SANTA EUGENIA";"VILLA VALLECAS";"J85456309";"2009-06-01";"2013-12-10";"664683926";"alabastroteatro@hotmail.com";"http://www.alabastroteatro.blogspot.com";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"6";" ";" ";"2025-12-31 04:15:15.2"
"2278";"ASOCIACION RUMANO-MOLDAVO-HISPANO TRAJANO";"CALLE";"CAVANILLES";"49";"ENTREP.";"28007";"MADRID";"PACIFICO";"RETIRO";"G82938366";"2009-06-01";"2009-09-21";"915529488";" ";"";"DE INMIGRANTES";"ESTATAL";"130";" ";" ";"2025-12-31 04:15:15.2"
"2279";"ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO FUNDACION CALDEIRO";"AVENIDA";"TOREROS";"45";"";"28028";"MADRID";"GUINDALERA";"SALAMANCA";"G79802823";"2009-06-01";"2009-09-21";"917255200";"";"";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"710";"775";"FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA";"2025-12-31 04:15:15.2"
"2280";"ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO DE EDUCACION INFANTIL Y PRIMARIA JULIAN MARIAS";"CALLE";"BUDAPEST";"11";" ";"28022";"MADRID";"ROSAS";"SAN BLAS-CANILLEJAS";"G84450329";"2009-06-03";"2011-09-12";"917757199";"info@ampajulianmarias.org";"http://www.ampajulianmarias.org";"DE MADRES Y PADRES DEL ALUMNADO";"MUNICIPIO";"377";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.2"
"2281";"AGRUPACION DE TELESPECTADORES Y RADIOYENTES (ATR)";"CALLE";"RUFINO BLANCO";"8";"3B";"28028";"MADRID";"CUATRO CAMINOS";"SALAMANCA";"G78097623";"2009-06-03";"2009-10-21";"914488515";" ";" ";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"700";"2639";"FEDERACION DE ASOCIACIONES DE CONSUMIDORES Y USUARIOS DE LOS MEDIOS (ICMEDIA)";"2025-12-31 04:15:15.2"
"2283";"ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO OBISPO PERELLO";"CALLE";"VIRGEN DEL SAGRARIO";"22";" ";"28027";"MADRID";"QUINTANA";"CIUDAD LINEAL";"G28874741";"2009-06-03";"2010-01-14";"914060000";"ampa@obispoperello.net";"http://www.obispoperello.com";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"589";"775";"FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA";"2025-12-31 04:15:15.2"
"2286";"SOCIEDAD FILANTROPICA DE MILICIANOS NACIONALES VETERANOS";"CALLE";"FRANCISCO Y JACINTO ALCANTARA";"4";" ";"28008";"MADRID";"CASA DE CAMPO";"MONCLOA-ARAVACA";"G28495414";"2009-06-04";"2009-10-08";"619947197";"ichavesg@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"51";" ";" ";"2025-12-31 04:15:15.2"
"2287";"ASOCIACION CASTIZA DE ROMPE Y RASGA";"CALLE";"TENIENTE MUÑOZ DIAZ";"23";"LOCAL 2";"28018";"MADRID";"PALOMERAS BAJAS";"PUENTE VALLECAS";"G85602563";"2009-06-01";"2011-04-07";"914504359";"aderompeyrasga@yahoo.es";"http://www.acastizaderompeyrasga.es	 ";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"13";" ";" ";"2025-12-31 04:15:15.2"
"2288";"ASOCIACION SER (SER-ESTAR-RESPONDER)";"CALLE";"MARQUES DE URQUIJO";"47";"(CASA PATIO) ENTRADA POR Pº DEL PINTOR ROSALES 46";"28008";"MADRID";"ARGUELLES";"MONCLOA-ARAVACA";"G28790582";"2009-06-09";"2009-12-09";"915543637";"ser-madrid@asociacionser.org";"http://www.asociacionser.org	 ";"DE PERSONAS CON DISCAPACIDAD";"ESTATAL";"150";" ";" ";"2025-12-31 04:15:15.2"
"2289";"ASOCIACION EMBARRADOS";"CALLE";"MARROQUINA";"41";" ";"28030";"MADRID";"MARROQUINA";"MORATALAZ";"G84940121";"2009-06-09";;"914390215";"embarrados@gmail.com";"http://www.embarrados.org";"PARA LA COOPERACION AL DESARROLLO";"COMUNIDAD DE MADRID";"82";" ";" ";"2025-12-31 04:15:15.2"
"2290";"ASOCIACION DE INGENIEROS TECNICOS FORESTALES";"AVENIDA";"MENENDEZ PELAYO";"75";"BAJO IZDA";"28007";"MADRID";"NIÑO JESUS";"RETIRO";"G80379654";"2009-06-10";"2009-12-01";"915013579";"asociacion@forestales.net";"http://www.forestales.net	 ";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"ESTATAL";"3191";" ";" ";"2025-12-31 04:15:15.2"
"2292";"ASOCIACION CULTURAL NATIVOS DE MACONDO";"CALLE";"MERCEDES";"6";"";"28020";"MADRID";"CUATRO CAMINOS";"TETUAN";"G83632307";"2009-06-23";"2011-05-30";"622700250";"nativosdemacondo@hotmail.com";"http://www.facebook.com/pages/Asociacion-cultural-nativos-de-macondo/269834259774016";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"200";" ";" ";"2025-12-31 04:15:15.2"
"2293";"ASOCIACION DE PADRES DE ALUMNOS DEL INSTITUTO DE ENSEÑANZA SECUNDARIA MIGUEL DELIBES DE MADRID";"CALLE";"VILLAESCUSA";"17";" ";"28017";"MADRID";"PUEBLO NUEVO";"CIUDAD LINEAL";"G85623346";"2009-06-23";;"658184497";"apadelibes@gmail.com";"http://apadelibes.blogspot.com.es";"DE MADRES Y PADRES DEL ALUMNADO";"MUNICIPIO";"25";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.2"
"2294";"ASOCIACION DE AFECTADOS POR CRISIS DE ANGUSTIAS Y FOBIAS (ACAFOBIAS)";"CALLE";"PAN Y TOROS";"25";" ";"28041";"MADRID";"LOS ANGELES";"VILLAVERDE";"G85522811";"2009-06-24";;"650725993";"acafobiasmadrid@hotmail.com";"";"DE SALUD Y APOYO MUTUO";"COMUNIDAD DE MADRID";"45";" ";" ";"2025-12-31 04:15:15.2"
"2295";"ASOCIACION DE PADRES DE ALUMNOS DE LA ESCUELA INFANTIL ARCO IRIS";"CALLE";"DIEGO OLIVERA VICTORIO";"10";"";"28031";"MADRID";"SANTA EUGENIA";"VILLA VALLECAS";"G82066010";"2009-06-23";"2010-04-21";"913311422";"eei.arcoiris.madrid@educa.madrid.org";"";"DE MADRES Y PADRES DEL ALUMNADO";"MUNICIPIO";"44";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.2"
"2296";"ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO DE EDUCACION INFANTIL Y PRIMARIA ARCIPRESTE DE HITA";"CALLE";"ANTONIO MORENO";"25";"";"28025";"MADRID";"ABRANTES";"CARABANCHEL";"G78360286";"2009-06-24";;"650305299";"ampa.cp.arciprestedehita.madrid@educa.madrid.org";"";"DE MADRES Y PADRES DEL ALUMNADO";"MUNICIPIO";"110";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.2"
"2297";"ASOCIACION CULTURAL BETURIA";"CALLE";"GRAN VIA";"59";"4º";"28013";"MADRID";"PALACIO";"CENTRO";"G78785268";"2009-06-25";;"";"";"";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"95";"1284";"FEDERACION DE ASOCIACIONES EXTREMEÑAS EN LA COMUNIDAD DE MADRID";"2025-12-31 04:15:15.2"
"2299";"CLUB DEPORTIVO ELEMENTAL PATINAJE EN LINEA MADRID";"CALLE";"ARROYO FONTARRON";"25";"8ºB";"28030";"MADRID";"FONTARRON";"MORATALAZ";"G85656429";"2009-06-29";"2011-11-30";"638041699";"Club@CPLMadrid.com";"http://www.cplmadrid.com	 ";"DEPORTIVAS";"COMUNIDAD DE MADRID";"25";" ";" ";"2025-12-31 04:15:15.2"
"2300";"ASOCIACION DE VECINOS COLONIA SANTA CLARA";"CALLE";"CINE";"40";"LOCAL";"28024";"MADRID";"CAMPAMENTO";"LATINA";"G84705060";"2009-06-29";"2011-03-23";"659775174";"miguelangelmartinrey926@gmail.com";"";"VECINALES";"DISTRITO";"257";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"2301";"ASOCIACION DE MADRES Y PADRES DE ALUMNOS LA COMA";"CALLE";"ISLAS CIES";"11";" ";"28035";"MADRID";"PEÑA GRANDE";"FUENCARRAL-EL PARDO";"G78490067";"2009-07-02";;"636743348";"ampabravomurillo@gmail.com";"http://ampaceipbravomurillo.com";"DE MADRES Y PADRES DEL ALUMNADO";"MUNICIPIO";"35";" ";" ";"2025-12-31 04:15:15.2"
"2303";"ASOCIACION HISPANO BRASILEÑA DE APOYO A LOS INMIGRANTES - AHBAI";"CALLE";"PALMERA";"15";" ";"28029";"MADRID";"ALMENARA";"TETUAN";"G85466860";"2009-07-08";;"913233923";" ";"	 ";"DE INMIGRANTES";"ESTATAL";"202";"1868";"FEDERACION ESTATAL DE ASOCIACIONES DE INMIGRANTES Y REFUGIADOS EN ESPAÑA - FERINE";"2025-12-31 04:15:15.2"
"2305";"ASOCIACION SOCIO-CULTURAL MIS MUJERES";"CALLE";"OÑA";"49";"LOCAL 1";"28050";"MADRID";"VALDEFUENTES";"HORTALEZA";"G85647477";"2009-07-08";;"689678547";"";"http://www.asociacionmismujeres.com";"DE MUJERES";"DISTRITO";"30";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"2306";"ASOCIACION DE VECINOS DE BEGOÑA";"CALLE";"SAN DACIO";"58";"4º IZQ";"28034";"MADRID";"VALVERDE";"FUENCARRAL-EL PARDO";"G85560944";"2009-07-08";"2013-02-15";"644260266";"vecinosdebegona@gmail.com";"";"VECINALES";"COMUNIDAD DE MADRID";"309";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"2308";"ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO DE EDUCACION INFANTIL Y PRIMARIA ALVARO DE BAZAN";"CALLE";"ZURICH";"10";" ";"28022";"MADRID";"ROSAS";"SAN BLAS-CANILLEJAS";"G85217024";"2009-07-08";;"682538691";"ampaalvarodebazan@gmail.com";"http://www.ampaalvarodebazan.com";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"603";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.2"
"2309";"ASOCIACION DE LA DISTRIBUCION ESPAÑOLA DE TECNOLOGIAS DE LA INFORMACION (ADETI)";"CALLE";"BERNARDINO OBREGON";"19";"BAJO";"28012";"MADRID";"PALOS DE MOGUER";"ARGANZUELA";"G84410836";"2009-07-08";"2010-10-01";"917423794";"";"http://www.adeti.eu	 ";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"ESTATAL";"36";" ";" ";"2025-12-31 04:15:15.2"
"2310";"CLUB ATLETICO BALONMANO CONCEPCION";"CALLE";"VIRGEN DE LA CONSOLACION";"6";"2º 1";"28027";"MADRID";"CONCEPCION";"CIUDAD LINEAL";"G78927027";"2009-09-01";"2009-12-10";"648859675";"cabconcepcion@gmail.com";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"167";" ";" ";"2025-12-31 04:15:15.2"
"2593";"CORAL ESTELA DE SAN MATIAS";"CALLE";"OPON";"2";"2º DCHA";"28033";"MADRID";"PINAR DEL REY";"HORTALEZA";"G86067501";"2012-03-28";;"917637960";"cesteladesanmatias@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"29";" ";" ";"2025-12-31 04:15:15.2"
"2594";"PEÑA MADRIDISTA BEGOÑA";"CALLE";"VIRGEN DE ARANZAZU";"4";"BAJO";"28034";"MADRID";"VALVERDE";"FUENCARRAL-EL PARDO";"G81327231";"2012-04-11";;"607558448";"penamadridistabegona@hotmail.es";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"31";" ";" ";"2025-12-31 04:15:15.2"
"2595";"CORPORACION PARA LA INVESTIGACION, EL DESARROLLO SOSTENIBLE Y LA PROMOCION SOCIAL - CORPROGRESO";"PASEO";"VIRGEN DEL PUERTO";"7";"7ºB";"28005";"MADRID";"IMPERIAL";"ARGANZUELA";"N4801125H";"2012-04-11";;"630365075";"direccionejecutiva@corprogreso.com";"www.corprogreso.org";"PARA LA COOPERACION AL DESARROLLO";"ESTATAL";"4";" ";" ";"2025-12-31 04:15:15.2"
"2596";"ASOCIACION VECINAL DE CAMPAMENTO";"CALLE";"GALICIA";"38";"LOCAL B";"28024";"MADRID";"CAMPAMENTO";"LATINA";"G85511921";"2012-04-11";"2012-06-18";"642682796";"avecinoscampamento@gmail.com";"http://avcampamento.wordpress.com/";"VECINALES";"BARRIO";"280";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"2597";"CLUB DEPORTIVO ELEMENTAL DEPORTE PARA DAÑO CEREBRAL ADQUIRIDO";"CALLE";"ISLA DE AROSA";"6";"5º B";"28035";"MADRID";"PEÑA GRANDE";"FUENCARRAL-EL PARDO";"G86246444";"2012-04-17";"2019-03-29";"747472971";"info@deporteparadca.com";"http://www.deporteparadca.com";"DEPORTIVAS";"COMUNIDAD DE MADRID";"183";" ";" ";"2025-12-31 04:15:15.2"
"2598";"ASOCIACION DE AMIGOS DEL MUSEO DEL EJERCITO DE MADRID";"CALLE";"PRINCIPE DE VERGARA";"16";"1º";"28001";"MADRID";"ARGUELLES";"SALAMANCA";"G82462581";"2012-04-24";"2013-12-10";"915737156";"amigosmuseoejercitomadrid@gmail.com";"http://www.amigosmuseoejercitomadrid.com";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"42";" ";" ";"2025-12-31 04:15:15.2"
"2600";"AFORAM - ASOCIACION FORTALEZA RAICES DEL MUNDO";"CALLE";"DOÑA MENCIA";"18";"BAJO";"28011";"MADRID";"PUERTA DEL ANGEL";"LATINA";"";"2012-05-10";;"651349007";"shaddy@hotmail.com";"";"DE INMIGRANTES";"ESTATAL";"8";" ";" ";"2025-12-31 04:15:15.2"
"2601";"ASOCIACION FORO POR LA MEMORIA";"CALLE";"CARLOS SOLE";"66";"LOCAL 3";"28038";"MADRID";"PORTAZGO";"PUENTE VALLECAS";"G83585422";"2012-05-10";;"676259189";"foro@memoriademocratica.es";"http://foroporlamemoria.es";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"45";" ";" ";"2025-12-31 04:15:15.2"
"2602";"ASOCIACION PRO-RECUPERACION DE MARGINADOS";"CALLE";"CONCEJO DE TEVERGA";"24";"2ºD";"28053";"MADRID";"ENTREVIAS";"PUENTE VALLECAS";"G78317104";"2012-05-09";"2012-07-12";"914093271";"aapromar@yahoo.es";"http://www.apromar.org";"OTRAS DE ACCION SOCIAL";"ESTATAL";"35";" ";" ";"2025-12-31 04:15:15.2"
"2603";"ASOCIACION DE PADRES Y FAMILIARES DE MINUSVALIDOS PSIQUICOS Y SENSORIALES INTEGRADOS EN EL INSTITUTO DE PSICO-PEDIATRIA DR. QUINTERO LUMBRERAS ALENTA";"CARRETERA";"COLMENAR VIEJO";"KM 13,600";"";"28049";"MADRID";"FUENCARRAL-EL PARDO";"FUENCARRAL-EL PARDO";"G28812022";"2012-05-10";;"917345138";"asociacion.ipp@alenta.org";"";"DE PERSONAS CON DISCAPACIDAD";"ESTATAL";"201";"3043";"FEDERACION AUTISMO MADRID";"2025-12-31 04:15:15.2"
"2604";"ASOCIACION ECONOMIA Y EMPRESA EN FEMENINO DE LA COMUNIDAD DE MADRID - ASEMFEM";"CALLE";"ARROYO DE LA ELIPA";"12";"LOCAL 2";"28017";"MADRID";"PUEBLO NUEVO";"CIUDAD LINEAL";"G86173440";"2012-05-23";;"913680404";"info@fedecam.es";"";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"COMUNIDAD DE MADRID";"75";" ";" ";"2025-12-31 04:15:15.2"
"2605";"ASOCIACION DE COMERCIANTES DE LA AVENIDA DE SAN DIEGO";"CALLE";"ARROYO DE LA ELIPA";"12";"LOCAL 2";"28017";"MADRID";"PUEBLO NUEVO";"CIUDAD LINEAL";"G85486652";"2012-05-23";;"913680404";"info@fedecam.es";"";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"COMUNIDAD DE MADRID";"85";"2098";"FEDERACION DE EMPRESARIOS DE LA COMUNIDAD DE MADRID - FEDECAM";"2025-12-31 04:15:15.2"
"2606";"ONGD ALMA COOPERACION";"CALLE";"JUAN BRAVO";"1";"3º IZQ";"28006";"MADRID";"CASTELLANA";"SALAMANCA";"G85486751";"2012-05-16";"2012-07-25";"915751340";"";"";"PARA LA COOPERACION AL DESARROLLO";"ESTATAL";"10";" ";" ";"2025-12-31 04:15:15.2"
"2607";"PAZ CON DIGNIDAD";"CALLE";"MONTERA";"34";"1º 3";"28013";"MADRID";"SOL";"CENTRO";"G81375479";"2012-05-17";"2020-01-07";"915233824";"pazcondignidad@pazcondignidad.org";"http://www.pazcondignidad.org";"PARA LA COOPERACION AL DESARROLLO";"ESTATAL";"96";" ";" ";"2025-12-31 04:15:15.2"
"2608";"ASOCIACION DE METALURGICOS AFICIONADOS (AMA)";"CALLE";"LEOPOLDO ALAS CLARIN";"5";"";"28035";"MADRID";"PEÑA GRANDE";"FUENCARRAL-EL PARDO";"G86098423";"2012-05-17";;"913735692";"";"http://www.metalaficion.com";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"13";" ";" ";"2025-12-31 04:15:15.2"
"2609";"ASOCIACION DE JUBILADOS Y PENSIONISTAS DE IBERDROLA";"CALLE";"CLAUDIO COELLO";"50";"ESCALERA IZQDA, PLANTA 1º PUERTA 5";"28001";"MADRID";"RECOLETOS";"SALAMANCA";"G28856193";"2012-05-21";;"915769835";"jubiberdrola@gmail.com";"";"DE PERSONAS MAYORES, JUBILADAS Y PENSIONISTAS";"ESTATAL";"300";" ";" ";"2025-12-31 04:15:15.2"
"2610";"ORQUESTA SHOW INTERNACIONAL LOS ELEGANTES DEL AMOR";"CALLE";"BUTRON";"31";"7ºF";"28022";"MADRID";"ROSAS";"SAN BLAS-CANILLEJAS";"";"2012-05-21";;"608951425";" ";"";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"3";" ";" ";"2025-12-31 04:15:15.2"
"2611";"AYUDAN MEDICOS EN ACCION 'AMEDEA'";"CALLE";"PIAMONTE";"12";"PORTAL 1, ESC 1ª, 4º DCHA";"28004";"MADRID";"JUSTICIA";"CENTRO";"G84421817";"2012-05-24";"2012-09-21";"915225914";"medicosenaccion@telefonica.net";"http://medicosenaccion.es";"OTRAS DE ACCION SOCIAL";"ESTATAL";"19";" ";" ";"2025-12-31 04:15:15.2"
"2612";"ACADEMIA DE LAS ARTES Y LAS CIENCIAS CINEMATOGRAFICAS DE ESPAÑA";"CALLE";"ZURBANO";"3";"";"28010";"MADRID";"ALMAGRO";"CHAMBERI";"G78307584";"2012-05-23";;"915934648";"academia@academiadecine.com";"http://www.academiadecine.com";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"2064";" ";" ";"2025-12-31 04:15:15.2"
"2613";"ASOCIACION PROFESIONAL DE MEDIADORES DE SEGURO - APROMES";"CALLE";"MALDONADO";"41";"BAJO B";"28006";"MADRID";"CASTELLANA";"SALAMANCA";"G82759820";"2012-05-23";"2012-09-26";"652206574";"";"http://apromes.com";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"ESTATAL";"190";" ";" ";"2025-12-31 04:15:15.2"
"2614";"ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO PUBLICO REPUBLICA DE VENEZUELA DE MADRID";"CALLE";"CERECINOS";"8";"";"28026";"MADRID";"ZOFIO";"USERA";"G79874152";"2012-05-28";;"";"afa.ceip.venezuela@gmail.com";"";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"76";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.2"
"2615";"ASOCIACION CODEC DE MADRID";"CALLE";"FROMISTA";"22";"";"28050";"MADRID";"VALVERDE";"FUENCARRAL-EL PARDO";"G86112737";"2012-06-01";"2013-06-07";"918437555";"codecmadrid@gmail.com";"http://www.clubcodec.es";"JUVENILES";"COMUNIDAD DE MADRID";"518";" ";" ";"2025-12-31 04:15:15.2"
"2616";"ASOCIACION AUTORAS Y AUTORES DE TEATRO";"CALLE";"FERNANDO VI";"4";" Palacio de Longoria";"28004";"MADRID";"JUSTICIA";"CENTRO";"G79781811";"2012-05-24";;"641759919";"aat@aat.es";"http://www.aat.es";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"ESTATAL";"452";" ";" ";"2025-12-31 04:15:15.2"
"2617";"PLATAFORMA DE ORGANIZACIONES DE INFANCIA";"CALLE";"ESCOSURA";"3";"LOCAL 2";"28015";"MADRID";"ARAPILES";"CHAMBERI";"G81923146";"2012-05-24";;"914477853";"info@plataformadeinfancia.org";"http://www.plataformadeinfancia.org";"OTRAS DE ACCION SOCIAL";"ESTATAL";"60";" ";" ";"2025-12-31 04:15:15.2"
"2618";"ASOCIACION ESPAÑOLA DE MILITARES Y GUARDIAS CIVILES CON DISCAPACIDAD - ACIME";"CALLE";"VELAZQUEZ";"107";"";"28006";"MADRID";"IMPERIAL";"SALAMANCA";"G79183935";"2012-05-25";;"913650765";"";"www.acime.es";"DE SALUD Y APOYO MUTUO";"ESTATAL";"3000";" ";" ";"2025-12-31 04:15:15.2"
"2619";"PROYDE";"CALLE";"MARQUES DE MONDEJAR";"32";"";"28028";"MADRID";"FUENTE DEL BERRO";"SALAMANCA";"G78885639";"2012-05-25";;"633352531";"proyde@proyde.org";"http://www.proyde.org";"PARA LA COOPERACION AL DESARROLLO";"ESTATAL";"2501";"2936";"ASOCIACION RED DE ONGD DE MADRID";"2025-12-31 04:15:15.2"
"2620";"ASOCIACION CULTURAL Y DEPORTIVA FONTAL";"CALLE";"ARROYO FONTARRON";"51";"";"28030";"MADRID";"FONTARRON";"MORATALAZ";"G79286944";"2012-05-30";"2019-04-29";"650353865";"fontalactividades@gmail.com";"http://www.fontal.org";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"58";" ";" ";"2025-12-31 04:15:15.2"
"2621";"ASOCIACION DE PENSIONISTAS DE ESPAÑA";"CALLE";"DUQUE DE FERNAN NUÑEZ";"2";"3º IZQ";"28012";"MADRID";"EMBAJADORES";"CENTRO";"G86023934";"2012-06-01";;"914295510";"asociapen@hotmail.com";"";"DE PERSONAS MAYORES, JUBILADAS Y PENSIONISTAS";"ESTATAL";"2887";" ";" ";"2025-12-31 04:15:15.2"
"2622";"CORAL NUESTRA SEÑORA DE LAS NIEVES";"CALLE";"NURIA";"47";"PARROQUIA NTRA. SEÑORA DE LAS NIEVES";"28034";"MADRID";"MIRASIERRA";"FUENCARRAL-EL PARDO";"G80993520";"2012-05-29";;"917345210";"gomezsainzdeaja.mnieves@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"50";" ";" ";"2025-12-31 04:15:15.2"
"2623";"ASOCIACION DE COMERCIANTES Y EMPRESARIOS DE PROSPERIDAD (ACEP)";"CALLE";"VINAROZ";"31";"BAJO CENTRO";"28002";"MADRID";"CIUDAD JARDIN";"CHAMARTIN";"G79531190";"2012-06-01";;"915195828";"danielcaparros@hotmail.com";"http://www.comercianteschamartin.com";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"COMUNIDAD DE MADRID";"540";" ";" ";"2025-12-31 04:15:15.2"
"2624";"PYMES CHAMARTIN";"CALLE";"VINAROZ";"3";"1ºE";"28002";"MADRID";"CIUDAD JARDIN";"CHAMARTIN";"G84980416";"2012-06-01";;"915195828";" ";"http://pymeschamartin.org";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"DISTRITO";"550";" ";" ";"2025-12-31 04:15:15.2"
"2625";"ASOCIACION NACIONAL DE INGENIEROS DEL INSTITUTO CATOLICO DE ARTES E INDUSTRIAS";"CALLE";"REINA";"33";"BAJO";"28004";"MADRID";"JUSTICIA";"CENTRO";"G28197010";"2012-06-05";;"915226280";"administracion@icai.es";"http://www.icai.es";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"ESTATAL";"4213";" ";" ";"2025-12-31 04:15:15.2"
"2627";"DACS - DESARROLLO Y ACCION SOCIAL PARA TODOS LOS COLECTIVOS";"CALLE";"BAHIA DE SANTANDER";"89";"BAJO B";"28042";"MADRID";"CORRALEJOS";"BARAJAS";"";"2012-06-07";;"616726648";"anavillotasanzdacsdesarrollo@gmail.com";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"3";" ";" ";"2025-12-31 04:15:15.2"
"2628";"ASOCIACION MAS AYUDA PARA LA MEJORA DE LA CALIDAD DE VIDA";"CALLE";"FRANCISCO LASTRES";"27";"BAJO";"28028";"MADRID";"FUENTE DEL BERRO";"SALAMANCA";"G86203247";"2012-06-18";;"915466060";"asociacionmasayuda@gmail.com";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"10";" ";" ";"2025-12-31 04:15:15.2"
